00039.ppm;953;252;1015;313;79
00040.ppm;1040;310;1130;400;84
00040.ppm;1017;202;1141;313;34
00041.ppm;997;484;1031;517;86
00042.ppm;936;368;981;412;158
00042.ppm;773;437;789;458;76
00042.ppm;916;300;995;374;31
00043.ppm;1036;296;1097;357;36
00043.ppm;1047;357;1092;402;82
00043.ppm;110;444;143;480;79
00044.ppm;738;489;754;511;140
00044.ppm;778;387;802;413;109
00044.ppm;781;410;802;427;158
00044.ppm;782;426;806;442;158
00044.ppm;889;299;1021;355;139
00044.ppm;752;403;782;433;36
00045.ppm;178;504;240;597;86
00046.ppm;1124;500;1147;598;159
00046.ppm;1085;493;1125;636;159
00046.ppm;1045;126;1166;247;36
00047.ppm;641;513;659;572;159
00047.ppm;798;504;834;625;159
00047.ppm;937;481;997;684;159
00047.ppm;553;462;579;488;21
00048.ppm;394;458;448;473;139
00048.ppm;780;443;811;474;89
00048.ppm;771;405;815;443;34
00048.ppm;341;523;380;562;86
00049.ppm;993;397;1025;430;83
00049.ppm;985;354;1028;397;36
00050.ppm;862;486;890;529;163
00050.ppm;946;373;967;400;85
00050.ppm;941;339;972;372;34
00051.ppm;957;396;1005;416;100
00051.ppm;608;440;627;459;109
00051.ppm;438;483;448;495;109
00051.ppm;968;218;1037;287;36
00052.ppm;833;352;870;389;82
00052.ppm;829;281;879;331;36
00053.ppm;687;395;732;406;139
00053.ppm;687;405;738;487;138
00053.ppm;707;428;743;473;665
00053.ppm;743;406;854;441;139
00053.ppm;743;377;853;412;139
00053.ppm;740;348;853;383;139
00053.ppm;1156;333;1196;372;41
00053.ppm;766;438;799;471;79
00054.ppm;1014;459;1056;476;139
00054.ppm;1120;503;1150;522;150
00054.ppm;1113;436;1152;473;15
00054.ppm;1117;473;1146;502;56
00054.ppm;974;442;999;467;36
00054.ppm;456;520;476;540;86
00055.ppm;719;503;739;566;159
00055.ppm;698;454;757;512;141
00055.ppm;860;333;913;364;150
00055.ppm;858;290;912;338;142
00055.ppm;702;413;747;455;20
00056.ppm;729;436;760;467;58
00057.ppm;953;317;1029;393;138
00057.ppm;873;384;936;465;138
00057.ppm;626;522;640;558;159
00057.ppm;574;518;593;571;159
00057.ppm;539;516;562;582;159
00057.ppm;385;505;423;636;159
00057.ppm;990;418;1036;467;58
00058.ppm;786;394;824;435;36
00059.ppm;988;384;1055;448;108
00059.ppm;892;240;1056;281;139
00059.ppm;897;274;1057;314;139
00059.ppm;894;313;1060;360;139
00059.ppm;838;485;898;563;163
00059.ppm;793;400;854;461;36
00060.ppm;278;445;337;463;139
00060.ppm;899;387;966;423;115
00060.ppm;296;508;323;535;86
00060.ppm;819;441;842;464;60
00061.ppm;1224;333;1285;394;60
00062.ppm;1031;434;1062;452;150
00062.ppm;1029;406;1062;438;142
00062.ppm;826;469;848;492;36
00063.ppm;815;499;837;521;53
00064.ppm;786;447;808;470;60
00065.ppm;756;481;791;515;138
00065.ppm;973;377;1022;427;53
00066.ppm;168;345;222;365;139
00066.ppm;300;474;383;498;139
00066.ppm;302;455;383;479;139
00066.ppm;300;437;382;460;139
00066.ppm;313;402;338;442;139
00066.ppm;569;483;618;535;86
00067.ppm;950;464;983;489;158
00067.ppm;949;435;979;465;53
00068.ppm;855;480;873;492;158
00068.ppm;849;458;872;479;34
00069.ppm;817;459;838;480;60
00070.ppm;951;373;1027;411;147
00070.ppm;946;300;1026;373;12
00071.ppm;729;514;737;543;159
00071.ppm;735;511;745;546;159
00071.ppm;745;445;788;494;138
00071.ppm;821;511;837;567;159
00071.ppm;788;437;828;473;7
00071.ppm;794;474;822;502;58
00071.ppm;794;503;821;529;53
00072.ppm;836;456;858;478;62
00073.ppm;723;431;752;457;12
00073.ppm;727;457;748;477;60
00073.ppm;727;476;749;497;53
00073.ppm;425;428;456;455;12
00073.ppm;430;453;452;475;60
00073.ppm;432;475;452;495;53
00074.ppm;578;445;625;461;139
00074.ppm;579;433;625;450;139
00074.ppm;383;527;421;569;86
00074.ppm;439;401;488;452;35
00074.ppm;929;378;981;431;35
00075.ppm;1120;350;1187;409;12
00075.ppm;1131;409;1179;456;62
00076.ppm;784;440;819;472;2
00076.ppm;789;471;815;495;60
00077.ppm;545;518;554;547;159
00077.ppm;477;522;491;561;159
00077.ppm;407;527;425;575;159
00077.ppm;951;348;1015;408;0
00077.ppm;962;408;1011;455;53
00078.ppm;773;501;800;514;160
00078.ppm;1228;302;1314;352;147
00078.ppm;1211;206;1319;305;17
00078.ppm;800;462;821;483;34
00079.ppm;762;459;792;489;23
00080.ppm;840;433;871;463;158
00080.ppm;829;381;880;432;53
00081.ppm;966;228;1044;299;34
00081.ppm;233;499;249;521;86
00082.ppm;425;446;469;496;138
00082.ppm;247;492;331;580;86
00083.ppm;369;450;393;477;108
00083.ppm;63;453;90;484;108
00083.ppm;2;172;128;322;108
00083.ppm;1054;208;1152;296;34
00083.ppm;1071;297;1142;368;89
00084.ppm;853;449;883;481;108
00084.ppm;990;390;1035;437;108
00084.ppm;707;523;734;551;86
00085.ppm;853;465;873;477;158
00085.ppm;852;455;874;468;147
00085.ppm;808;467;865;483;139
00085.ppm;51;246;166;284;139
00085.ppm;846;429;875;458;58
00086.ppm;864;489;917;506;139
00086.ppm;863;476;916;491;139
00086.ppm;862;464;917;477;139
00086.ppm;864;450;917;466;139
00086.ppm;862;438;918;451;139
00086.ppm;944;298;1007;361;36
00087.ppm;311;456;336;482;158
00087.ppm;668;391;741;444;138
00087.ppm;912;470;949;506;158
00087.ppm;912;435;946;470;70
00087.ppm;306;421;340;456;70
00088.ppm;741;421;787;502;138
00088.ppm;765;290;896;399;138
00088.ppm;956;464;982;490;54
00088.ppm;410;464;436;490;54
00088.ppm;412;440;436;464;67
00088.ppm;956;440;981;464;67
00089.ppm;1025;438;1054;468;63
00089.ppm;634;447;660;474;63
00090.ppm;966;428;1007;464;34
00091.ppm;523;490;552;532;163
00091.ppm;578;440;642;460;139
00091.ppm;562;409;642;442;139
00091.ppm;560;379;651;409;139
00091.ppm;869;443;899;471;34
00091.ppm;1056;377;1096;414;34
00091.ppm;509;382;553;422;34
00092.ppm;813;424;833;444;73
00092.ppm;487;458;532;470;139
00092.ppm;472;433;544;454;139
00092.ppm;472;415;543;437;139
00092.ppm;420;502;445;540;163
00092.ppm;718;440;739;462;34
00092.ppm;420;419;447;446;36
00092.ppm;423;449;444;470;79
00093.ppm;344;397;379;436;58
00093.ppm;1076;339;1119;389;58
00094.ppm;949;418;1000;459;158
00094.ppm;110;390;196;456;158
00094.ppm;946;370;995;419;49
00094.ppm;113;316;189;392;49
00095.ppm;362;504;372;515;161
00095.ppm;698;461;719;481;58
00095.ppm;695;437;723;461;1
00096.ppm;699;396;738;435;40
00096.ppm;1140;420;1176;458;40
00097.ppm;1243;220;1361;283;138
00097.ppm;1246;277;1361;417;138
00097.ppm;155;497;196;568;159
00097.ppm;764;468;779;482;102
00097.ppm;764;457;778;467;105
00097.ppm;1125;338;1168;378;34
00097.ppm;288;328;334;368;34
00097.ppm;148;446;196;499;86
00098.ppm;1206;244;1296;323;34
00098.ppm;594;286;668;353;34
00099.ppm;921;533;945;546;158
00099.ppm;910;495;953;533;0
00100.ppm;672;504;692;524;138
00100.ppm;753;503;811;544;138
00100.ppm;413;507;451;541;32
00100.ppm;863;505;902;540;32
00101.ppm;708;489;745;520;138
00101.ppm;659;491;700;522;138
00101.ppm;835;406;891;461;63
00102.ppm;1011;547;1055;617;163
00102.ppm;367;365;516;410;139
00102.ppm;933;314;990;365;34
00102.ppm;945;374;984;415;85
00103.ppm;792;472;838;491;139
00103.ppm;797;462;837;480;139
00103.ppm;912;476;933;497;150
00103.ppm;920;344;1003;437;138
00103.ppm;855;396;890;431;82
00103.ppm;847;349;897;397;36
00104.ppm;765;507;811;528;146
00104.ppm;767;462;808;499;20
00104.ppm;695;461;730;492;34
00105.ppm;599;414;694;470;138
00105.ppm;256;438;303;484;31
00105.ppm;958;378;1024;440;21
00106.ppm;202;540;227;589;159
00106.ppm;404;536;422;574;159
00106.ppm;359;524;396;562;160
00106.ppm;902;369;985;443;20
00107.ppm;740;470;807;548;102
00107.ppm;486;485;540;537;20
00107.ppm;490;536;529;576;58
00108.ppm;856;533;868;559;159
00108.ppm;79;540;110;621;159
00109.ppm;682;459;791;505;138
00109.ppm;990;484;1020;513;61
00110.ppm;676;547;684;572;159
00110.ppm;697;549;704;567;159
00110.ppm;718;546;725;564;159
00110.ppm;733;545;739;561;159
00110.ppm;745;544;750;557;159
00110.ppm;769;489;842;511;138
00110.ppm;933;513;954;529;158
00110.ppm;1078;530;1101;596;159
00110.ppm;630;550;640;581;159
00110.ppm;535;551;552;599;159
00110.ppm;389;551;421;656;159
00110.ppm;929;489;954;513;53
00111.ppm;487;545;513;633;159
00111.ppm;596;541;610;588;159
00111.ppm;634;542;645;574;159
00111.ppm;652;540;661;564;159
00111.ppm;662;538;669;558;159
00111.ppm;670;536;676;554;159
00111.ppm;648;452;785;496;138
00111.ppm;1091;465;1123;497;61
00111.ppm;350;503;382;535;61
00112.ppm;802;544;808;558;159
00112.ppm;853;545;861;563;159
00112.ppm;864;545;870;563;159
00112.ppm;875;534;882;543;160
00112.ppm;804;528;848;542;139
00112.ppm;773;524;787;548;140
00112.ppm;638;544;644;563;159
00112.ppm;633;545;640;570;159
00112.ppm;625;543;634;575;159
00112.ppm;591;541;607;596;159
00112.ppm;479;540;521;644;159
00112.ppm;366;473;399;508;61
00112.ppm;1186;475;1225;514;61
00113.ppm;351;413;419;480;54
00114.ppm;1010;266;1361;377;138
00114.ppm;1169;421;1231;484;61
00115.ppm;945;506;1004;632;163
00115.ppm;850;218;950;317;35
00115.ppm;330;523;351;545;86
00116.ppm;1078;254;1136;312;79
00116.ppm;383;473;400;502;40
00117.ppm;1131;552;1181;701;159
00117.ppm;1103;547;1137;659;159
00117.ppm;1239;555;1323;801;159
00117.ppm;560;545;596;657;159
00117.ppm;506;545;548;672;159
00117.ppm;447;557;493;639;159
00117.ppm;396;545;444;702;159
00117.ppm;277;545;336;742;159
00117.ppm;99;425;131;466;40
00117.ppm;438;500;496;558;86
00118.ppm;588;547;597;584;159
00118.ppm;252;565;276;659;159
00118.ppm;229;505;285;564;86
00119.ppm;847;472;873;496;12
00119.ppm;1082;393;1120;431;36
00120.ppm;4;175;223;242;139
00120.ppm;6;118;221;179;139
00120.ppm;52;359;168;429;158
00120.ppm;1;59;223;122;139
00120.ppm;58;243;164;345;60
00121.ppm;969;432;1016;465;138
00121.ppm;847;429;891;462;138
00121.ppm;91;308;185;416;65
00122.ppm;674;491;703;515;138
00122.ppm;622;488;655;514;138
00122.ppm;500;496;521;518;65
00122.ppm;883;498;904;520;65
00123.ppm;519;492;550;524;65
00123.ppm;1101;483;1133;516;65
00124.ppm;532;481;558;507;62
00124.ppm;976;470;1002;496;62
00125.ppm;1019;313;1106;401;60
00126.ppm;719;420;731;432;160
00126.ppm;672;420;686;431;160
00126.ppm;631;419;645;432;160
00126.ppm;586;419;600;434;160
00126.ppm;531;419;548;437;160
00126.ppm;486;422;505;441;160
00126.ppm;445;421;468;445;160
00126.ppm;379;424;410;454;160
00126.ppm;840;374;868;404;60
00126.ppm;379;365;411;396;60
00127.ppm;138;385;175;423;63
00127.ppm;1009;380;1046;417;63
00128.ppm;1185;287;1295;478;138
00128.ppm;1147;397;1180;431;36
00129.ppm;747;537;845;549;162
00129.ppm;748;501;847;520;162
00129.ppm;735;486;749;545;159
00129.ppm;996;450;1075;712;159
00129.ppm;962;379;1008;426;53
00129.ppm;866;399;905;439;21
00130.ppm;900;368;929;401;101
00130.ppm;158;416;177;433;100
00130.ppm;322;467;344;481;158
00130.ppm;594;495;607;541;159
00130.ppm;606;494;619;542;159
00130.ppm;641;503;682;517;162
00130.ppm;622;494;639;543;159
00130.ppm;749;491;767;552;159
00130.ppm;684;491;702;546;159
00130.ppm;821;492;842;559;159
00130.ppm;850;453;868;477;73
00130.ppm;986;466;1037;592;159
00130.ppm;209;426;236;453;58
00130.ppm;601;431;626;456;58
00130.ppm;318;439;345;467;31
00131.ppm;885;466;903;485;76
00131.ppm;709;463;736;549;159
00131.ppm;666;472;685;535;159
00131.ppm;733;479;779;495;162
00131.ppm;768;455;815;589;159
00131.ppm;254;430;278;507;159
00131.ppm;1010;430;1034;455;53
00131.ppm;474;389;500;415;58
00132.ppm;1271;432;1285;451;109
00132.ppm;1295;514;1361;568;162
00132.ppm;1052;438;1150;766;159
00132.ppm;935;449;946;467;73
00132.ppm;773;473;811;592;159
00132.ppm;693;482;712;549;159
00132.ppm;504;445;523;454;158
00132.ppm;507;431;522;448;76
00132.ppm;318;432;342;531;159
00132.ppm;338;410;362;452;140
00132.ppm;324;376;381;413;151
00132.ppm;314;306;393;377;31
00133.ppm;297;427;315;440;139
00133.ppm;298;417;314;427;139
00133.ppm;299;409;314;417;139
00133.ppm;298;398;314;409;139
00133.ppm;773;448;807;458;139
00133.ppm;774;439;807;450;139
00133.ppm;839;408;861;432;36
00133.ppm;841;432;858;450;82
00133.ppm;505;415;522;432;79
00134.ppm;1008;299;1073;365;58
00135.ppm;718;298;777;356;58
00136.ppm;816;401;857;437;23
00137.ppm;824;324;892;384;23
00138.ppm;157;179;235;268;41
00138.ppm;1302;399;1336;432;41
00140.ppm;247;472;275;501;35
00141.ppm;140;470;174;503;138
00141.ppm;235;453;291;467;139
00141.ppm;857;379;894;416;60
00142.ppm;888;470;913;487;150
00142.ppm;889;454;913;472;154
00142.ppm;798;354;915;457;138
00142.ppm;816;454;835;473;60
00143.ppm;170;394;249;512;163
00143.ppm;461;336;595;373;139
00143.ppm;341;86;629;343;138
00143.ppm;581;39;623;99;139
00143.ppm;241;187;310;256;36
00144.ppm;708;445;727;464;62
00145.ppm;1053;350;1120;438;139
00146.ppm;1205;122;1327;246;71
00146.ppm;707;404;732;426;16
00146.ppm;711;427;729;445;60
00147.ppm;750;419;784;452;0
00148.ppm;872;353;943;416;32
00149.ppm;1131;274;1221;361;62
00149.ppm;1110;158;1231;273;36
00149.ppm;703;461;725;483;36
00150.ppm;824;345;865;386;60
00151.ppm;794;400;828;419;147
00151.ppm;794;372;824;401;58
00152.ppm;661;402;725;418;139
00152.ppm;696;362;776;395;139
00152.ppm;698;341;777;370;139
00152.ppm;698;316;779;347;139
00152.ppm;756;289;781;323;139
00152.ppm;605;424;627;447;36
00153.ppm;307;409;338;440;79
00154.ppm;655;449;667;464;109
00154.ppm;692;410;717;436;79
00155.ppm;673;440;687;454;109
00155.ppm;700;422;720;443;109
00155.ppm;439;486;462;556;159
00155.ppm;425;386;468;431;86
00156.ppm;819;388;848;417;53
00157.ppm;561;480;583;496;138
00157.ppm;262;423;297;460;53
00157.ppm;885;392;926;432;53
00157.ppm;650;505;671;526;86
00158.ppm;907;414;933;440;71
00159.ppm;1180;267;1270;311;139
00159.ppm;1113;233;1190;289;139
00159.ppm;86;502;117;547;159
00159.ppm;713;502;743;544;159
00159.ppm;892;504;916;558;159
00159.ppm;975;505;1031;593;159
00159.ppm;974;443;1031;506;87
00159.ppm;713;476;740;503;87
00159.ppm;86;473;117;504;86
00159.ppm;890;466;917;505;86
00160.ppm;683;485;692;509;159
00160.ppm;618;447;648;461;158
00160.ppm;595;427;667;449;139
00160.ppm;610;388;653;428;20
00161.ppm;668;492;678;520;159
00161.ppm;679;493;689;525;159
00161.ppm;698;491;712;530;159
00161.ppm;728;490;744;539;159
00161.ppm;790;485;811;556;159
00161.ppm;920;477;953;600;159
00161.ppm;717;445;735;462;85
00162.ppm;700;451;745;466;139
00162.ppm;894;459;952;629;159
00162.ppm;244;430;262;448;40
00162.ppm;713;433;732;452;40
00162.ppm;544;444;562;462;40
00163.ppm;753;473;825;545;86
00164.ppm;874;375;918;416;21
00165.ppm;272;473;344;485;162
00165.ppm;255;463;264;496;159
00165.ppm;382;412;399;431;58
00165.ppm;689;292;745;340;23
00166.ppm;814;382;848;416;58
00167.ppm;369;446;392;469;60
00167.ppm;729;433;750;455;60
00168.ppm;834;361;865;412;111
00168.ppm;835;211;977;367;138
00168.ppm;918;144;969;214;158
00168.ppm;693;419;719;442;31
00169.ppm;723;442;766;481;138
00169.ppm;1083;11;1360;99;139
00169.ppm;1089;153;1212;276;60
00170.ppm;912;322;944;358;62
00171.ppm;882;335;932;385;62
00171.ppm;883;385;932;433;53
00172.ppm;719;455;737;472;158
00172.ppm;721;446;735;453;158
00172.ppm;719;436;739;447;147
00172.ppm;712;471;740;495;20
00172.ppm;718;418;737;437;58
00173.ppm;1122;356;1159;380;157
00173.ppm;1112;329;1166;360;147
00173.ppm;1111;279;1161;329;58
00174.ppm;718;413;753;444;16
00174.ppm;723;443;747;467;60
00174.ppm;801;302;860;364;36
00175.ppm;893;341;944;396;53
00176.ppm;850;414;875;440;60
00177.ppm;505;467;520;490;159
00177.ppm;750;481;778;525;163
00177.ppm;766;295;893;419;138
00177.ppm;271;416;313;458;35
00177.ppm;746;423;785;462;35
00177.ppm;502;451;519;468;86
00177.ppm;1271;402;1308;437;34
00178.ppm;728;456;748;476;60
00179.ppm;686;421;707;440;36
00180.ppm;968;384;1004;421;60
00181.ppm;793;299;853;359;62
00182.ppm;656;412;685;441;60
00182.ppm;658;385;686;414;71
00183.ppm;766;369;806;406;1
00184.ppm;695;405;715;431;138
00184.ppm;800;378;817;399;109
00184.ppm;697;386;716;406;109
00184.ppm;790;273;850;334;58
00185.ppm;993;484;1054;688;159
00185.ppm;967;150;1076;257;60
00186.ppm;603;455;621;474;62
00186.ppm;325;428;345;448;62
00186.ppm;602;433;625;456;36
00187.ppm;159;426;196;464;158
00187.ppm;675;439;712;473;158
00187.ppm;675;405;709;439;60
00187.ppm;161;393;194;428;60
00188.ppm;704;418;718;443;111
00188.ppm;705;379;752;422;23
00189.ppm;853;339;917;394;31
00190.ppm;671;433;691;445;158
00190.ppm;673;421;690;432;158
00190.ppm;688;404;706;425;111
00190.ppm;670;400;689;421;79
00191.ppm;693;406;728;439;23
00192.ppm;677;335;732;390;148
00192.ppm;492;414;516;437;40
00192.ppm;314;440;334;461;58
00192.ppm;662;262;738;339;36
00193.ppm;760;328;804;387;111
00193.ppm;727;224;834;331;35
00194.ppm;637;373;697;398;139
00194.ppm;718;306;787;369;16
00195.ppm;1040;155;1161;268;23
00195.ppm;784;398;820;430;31
00196.ppm;532;414;566;436;665
00196.ppm;726;316;787;370;34
00196.ppm;734;370;778;416;84
00196.ppm;534;471;558;496;86
00197.ppm;867;278;956;361;23
00198.ppm;704;427;718;442;109
00198.ppm;681;438;699;456;82
00198.ppm;678;412;702;435;35
00199.ppm;683;438;698;453;109
00199.ppm;840;404;868;433;138
00199.ppm;837;376;870;406;109
00199.ppm;826;322;882;374;23
00200.ppm;255;388;287;403;101
00200.ppm;941;332;981;370;138
00200.ppm;940;296;978;334;109
00200.ppm;840;287;915;364;35
00200.ppm;849;364;901;416;85
00200.ppm;648;410;670;433;40
00200.ppm;257;403;281;428;40
00201.ppm;507;409;523;427;158
00201.ppm;505;393;522;411;109
00201.ppm;1115;239;1190;304;138
00201.ppm;1114;183;1187;246;109
00201.ppm;762;352;812;397;34
00202.ppm;657;319;702;365;35
00202.ppm;56;315;104;363;35
00203.ppm;841;430;856;443;109
00203.ppm;444;359;473;374;158
00203.ppm;446;311;472;334;100
00203.ppm;445;332;475;361;109
00203.ppm;758;375;784;400;56
00204.ppm;475;377;503;395;158
00204.ppm;473;340;503;379;109
00204.ppm;829;137;976;286;106
00204.ppm;846;470;947;616;163
00204.ppm;858;151;946;242;58
00204.ppm;730;260;783;316;85
00205.ppm;751;328;804;390;108
00205.ppm;1202;332;1326;449;20
00206.ppm;61;105;135;178;85
00206.ppm;1159;197;1224;261;84
00206.ppm;827;471;847;493;86
00206.ppm;55;8;164;103;34
00206.ppm;1144;118;1235;196;34
00207.ppm;889;379;927;403;150
00207.ppm;870;313;942;378;20
00208.ppm;661;311;711;364;158
00208.ppm;638;239;732;319;31
00209.ppm;1110;287;1170;348;84
00209.ppm;1097;210;1184;287;34
00210.ppm;810;451;824;465;109
00210.ppm;1041;418;1062;439;139
00210.ppm;1041;405;1061;421;139
00210.ppm;1042;388;1064;407;139
00210.ppm;1040;370;1059;390;139
00210.ppm;1038;356;1058;376;139
00210.ppm;1036;344;1058;360;139
00210.ppm;1038;324;1058;344;139
00210.ppm;1090;405;1116;432;109
00210.ppm;1089;389;1115;407;158
00210.ppm;1017;418;1038;443;79
00210.ppm;1011;385;1043;418;36
00211.ppm;800;357;824;391;109
00211.ppm;667;410;705;445;23
00212.ppm;725;362;778;452;138
00212.ppm;565;479;581;528;159
00212.ppm;536;479;554;534;159
00212.ppm;516;479;532;534;159
00212.ppm;509;480;519;531;159
00212.ppm;293;427;315;450;85
00212.ppm;721;381;749;408;36
00212.ppm;756;402;782;430;84
00214.ppm;1185;130;1295;236;35
00214.ppm;1214;241;1288;312;84
00215.ppm;639;485;658;496;122
00215.ppm;818;454;886;492;138
00215.ppm;784;480;804;500;87
00216.ppm;311;466;337;495;158
00216.ppm;787;434;831;494;138
00216.ppm;887;473;914;501;158
00216.ppm;312;442;337;467;63
00216.ppm;886;446;911;472;63
00217.ppm;947;251;1062;370;106
00217.ppm;971;267;1031;328;58
00218.ppm;947;497;972;622;159
00218.ppm;808;437;827;456;84
00219.ppm;448;431;487;459;122
00219.ppm;1080;270;1155;340;34
00219.ppm;1089;345;1144;401;84
00220.ppm;1117;279;1182;345;106
00220.ppm;1127;285;1168;326;58
00221.ppm;571;508;599;520;162
00221.ppm;709;497;749;505;162
00221.ppm;696;493;712;536;159
00221.ppm;780;559;951;583;162
00221.ppm;781;512;953;542;162
00221.ppm;767;490;789;566;159
00221.ppm;988;420;1042;470;21
00222.ppm;993;401;1023;418;158
00222.ppm;989;388;1023;407;147
00222.ppm;985;354;1022;390;58
00223.ppm;825;393;857;413;157
00223.ppm;816;372;862;396;147
00223.ppm;816;334;858;374;58
00224.ppm;932;188;1024;278;16
00224.ppm;923;276;977;341;58
00224.ppm;977;263;1042;333;53
00225.ppm;856;268;924;334;58
00226.ppm;1160;281;1224;317;147
00226.ppm;1152;224;1220;290;58
00227.ppm;1246;344;1296;393;109
00227.ppm;1244;325;1295;348;158
00227.ppm;1228;259;1306;329;31
00228.ppm;937;295;998;356;58
00229.ppm;1282;339;1332;383;16
00229.ppm;1273;384;1305;417;58
00229.ppm;1305;382;1341;414;53
00230.ppm;974;398;1002;426;58
00230.ppm;968;426;1007;463;16
00231.ppm;1210;1;1361;155;108
00231.ppm;1183;466;1239;626;163
00231.ppm;1146;362;1183;399;58
00232.ppm;735;416;752;456;138
00232.ppm;589;495;617;524;86
00232.ppm;868;379;910;419;34
00232.ppm;297;420;340;459;34
00233.ppm;325;485;358;517;86
00234.ppm;1026;259;1146;380;106
00234.ppm;1051;275;1115;338;58
00235.ppm;1282;32;1361;129;108
00235.ppm;980;193;1039;255;108
00236.ppm;1081;274;1199;402;35
00237.ppm;923;265;1064;395;138
00237.ppm;822;361;854;393;35
00237.ppm;290;389;323;422;35
00238.ppm;850;432;877;447;158
00238.ppm;842;400;881;435;31
00238.ppm;849;443;877;471;58
00239.ppm;795;434;812;444;158
00239.ppm;788;411;814;436;31
00239.ppm;792;439;812;458;58
00239.ppm;827;412;855;441;36
00240.ppm;838;358;891;415;106
00240.ppm;847;364;879;396;58
00241.ppm;859;500;1028;568;162
00241.ppm;838;400;880;442;60
00242.ppm;326;383;344;412;93
00242.ppm;849;429;870;443;158
00242.ppm;849;412;872;429;158
00242.ppm;848;388;870;413;41
00242.ppm;1195;267;1302;366;34
00243.ppm;229;636;265;749;159
00243.ppm;642;523;646;538;159
00243.ppm;634;524;639;541;159
00243.ppm;624;526;630;548;159
00243.ppm;614;528;622;553;159
00243.ppm;603;531;611;558;159
